"IPAddress","gen_StartDate","gen_EndDate","gen_TotalTimeSpentMinutes","gen_Gender","gen_Age","gen_Education","gen_Role","gen_Industry","gen_PageOneTimeMinutes","gen_PageOneNumberClicks","iq_Question1Response","iq_Question1CorrectAnswer","iq_Question2Response","iq_Question2CorrectAnswer","iq_Question3Response","iq_Question3CorrectAnswer","iq_TotalCorrect","iq_PercentageCorrect","iq_PageTwoTimeMinutes","iq_PageTwoNumberClicks","exp1_Treatment","exp1_Question1Response","exp1_Question1CorrectAnswer","exp1_Question2Response","exp1_Question2CorrectAnswer","exp1_Question3Response","exp1_Question3CorrectAnswer","exp1_Question4Response","exp1_Question4CorrectAnswer","exp1_TotalCorrect","exp1_PercentageCorrect","exp1_Question5Response","exp1_PageThreeTimeMinutes","exp1_PageThreeNumberClicks","exp1_PageFourTimeMinutes","exp1_PageFourNumberClicks","recall_Question1Response","recall_Question1CorrectAnswer","recall_Question2Response","recall_Question2CorrectAnswer","recall_Invalid","recall_TotalCorrect","recall_PercentageCorrect","recall_PageFiveTimeMinutes","recall_PageFiveNumberClicks","exp2_Treatment","exp2_DisplayedTreatment","exp2_Question1Response","exp2_Question2Response","exp2_Question2CorrectAnswer","exp2_Question3Response","exp2_Question3CorrectAnswer","exp2_Question4Response","exp2_Question4CorrectAnswer","exp2_TotalCorrect","exp2_PercentageCorrect","exp2_PageSixTimeMinutes","exp2_PageSixNumberClicks","exp2_PageSevenTimeMinutes","exp2_PageSevenNumberClicks","finalq_Question1Response","finalq_Question1CorrectAnswer","finalq_Question2Response","finalq_Question3Response","finalq_PercentageCorrect"
"108.88.225.86",2015-11-29 15:48:00,2015-11-29 16:00:00,12,"Male",39,"Masters Degree","Manager","None of these apply",0.812683333333333,11,"1",1,"4",1,"2",1,3,1,1.36765,7,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.624366666666667,4,1.8977,9,"6",1,"7",0,0,1,0.5,0.359116666666667,6,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.474733333333334,4,0.248933333333333,4,"5",1,"5","5",1
"173.184.229.246",2015-11-29 15:46:00,2015-11-29 16:01:00,15,"Male",33,"4-year College Degree","Employee","None of these apply",0.447233333333333,9,"1",1,"1",0,"2",1,2,0.666666666666667,1.47285,12,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.274016666666667,2,1.44431666666667,3,"6",1,"5",0,0,1,0.5,0.267866666666667,4,"Unordered Table",,"4","1",1,"4",0,"4",0,1,0.333333333333333,0.66975,3,0,1,"4",0,"4","4",0
"24.181.239.159",2015-11-29 15:53:00,2015-11-29 16:01:00,8,"Female",31,"2-year College Degree","Employee","Professional and Business Services",0.539716666666667,6,"1",1,"4",1,"1",0,2,0.666666666666667,0.712683333333334,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.139283333333333,2,0.52755,3,"1",0,"5",0,0,0,0,0.1912,3,"Unordered Table",,"5","2",0,"1",0,"4",0,0,0,0.461833333333333,2,0.0646666666666667,2,"1",0,"5","5",0
"68.9.155.230",2015-11-29 15:45:00,2015-11-29 16:01:00,16,"Male",35,"Some College","Employee","None of these apply",0.84245,9,"1",1,"4",1,"2",1,3,1,1.33555,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",2.2138,5,2.24541666666667,4,"1",0,"6",1,0,1,0.5,0.309866666666667,3,"Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,3.25136666666667,11,0.76525,2,"1",0,"5","4",0
"24.167.83.155",2015-11-29 15:51:00,2015-11-29 16:02:00,11,"Male",34,"Some College","None of these apply","None of these apply",0.549866666666667,9,"1",1,"4",1,"2",1,3,1,0.914583333333333,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.408633333333333,2,0.51765,3,"6",1,"7",0,0,1,0.5,0.289316666666667,3,"Unordered Table",,"5","1",1,"1",0,"4",0,1,0.333333333333333,3.02653333333333,5,0.1886,2,"1",0,"5","4",0
"68.9.237.252",2015-11-29 15:56:00,2015-11-29 16:03:00,7,"Female",29,"Masters Degree","Employee","Natural Resources and Mining",0.4681,8,"1",1,"4",1,"2",1,3,1,1.26431666666667,17,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",0.674033333333333,2,0.642016666666667,3,"6",1,"6",1,0,2,1,0.154566666666667,3,"Unordered Table","1","4","3",0,"2",1,"2",1,2,0.666666666666667,0.173983333333333,2,0.0989666666666666,2,"2",0,"4","4",0
"74.92.222.253",2015-11-29 15:55:00,2015-11-29 16:03:00,8,"Female",37,"Some College","Employee","Leisure and Hospitality",0.394616666666667,9,"4",0,"1",0,"1",0,0,0,0.942483333333333,3,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",0.351283333333333,2,0.588933333333333,3,"1",0,"6",1,0,1,0.5,0.206833333333333,3,"Unordered Table","1","2","1",1,"2",1,"2",1,3,1,0.562533333333333,2,0.1203,2,"5",1,"4","4",1
"24.33.68.147",2015-11-29 15:48:00,2015-11-29 16:02:00,14,"Male",32,"Some College","Employee","None of these apply",0.495816666666667,5,"1",1,"3",0,"2",1,2,0.666666666666667,4.01761666666667,9,,"3",1,"1",0,"3",1,"1",1,3,0.75,"3",0.459166666666667,2,1.04716666666667,6,"3",0,"4",0,0,0,0,0.3509,5,"Unordered Table",,"3","1",1,"2",1,"1",0,2,0.666666666666667,0.369716666666667,2,0.0860166666666667,2,"2",0,"3","3",0
"174.100.250.39",2015-11-29 15:49:00,2015-11-29 16:04:00,15,"Female",59,"2-year College Degree","Employee","None of these apply",1.22001666666667,11,"1",1,"3",0,"2",1,2,0.666666666666667,1.16175,13,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",1.66463333333333,5,0.82465,7,"6",1,"6",1,0,2,1,0.220883333333333,6,"No Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,6.35695,9,0.9033,8,"1",0,"5","4",0
"24.126.11.191",2015-11-29 15:53:00,2015-11-29 16:04:00,11,"Female",34,"Some College","Employee","Education",0.313483333333333,8,"1",1,"4",1,"1",0,2,0.666666666666667,1.4247,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.703466666666667,2,1.10996666666667,3,"6",1,"5",0,0,1,0.5,0.262066666666667,3,"Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,0.2004,2,0.461183333333333,3,"1",0,"5","4",0
"50.82.131.34",2015-11-29 15:52:00,2015-11-29 16:04:00,12,"Female",50,"High School / GED","Employee","Health Care or Pharmecuticals",0.477816666666667,12,"1",1,"4",1,"2",1,3,1,2.56298333333333,6,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",1.27923333333333,7,1.10435,9,"6",1,"5",0,0,1,0.5,0.4074,6,"Unordered Table",,"4","1",1,"1",0,"4",0,1,0.333333333333333,1.82871666666667,10,0.203316666666667,3,"1",0,"5","4",0
"172.90.194.47",2015-11-29 15:56:00,2015-11-29 16:05:00,9,"Female",27,"4-year College Degree","None of these apply","None of these apply",0.540866666666667,7,"1",1,"4",1,"2",1,3,1,0.9576,3,,"3",1,"2",0,"2",0,"2",0,1,0.25,"3",0.758616666666667,3,0.567883333333333,3,"6",1,"7",0,0,1,0.5,0.26555,3,"No Log scatterplot",,"5","1",1,"2",1,"1",0,2,0.666666666666667,0.561933333333333,2,0.416333333333333,2,"4",0,"4","4",0
"75.172.65.151",2015-11-29 15:57:00,2015-11-29 16:05:00,8,"Male",23,"4-year College Degree","Employee","None of these apply",0.53675,7,"1",1,"4",1,"2",1,3,1,0.750833333333333,6,,"3",1,"2",0,"3",1,"2",0,2,0.5,"2",0.2946,2,1.23113333333333,3,"6",1,"7",0,0,1,0.5,0.179116666666667,3,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,0.509716666666667,3,0.1046,2,"5",1,"5","5",1
"71.126.83.22",2015-11-29 15:58:00,2015-11-29 16:06:00,8,"Female",41,"Masters Degree","Employee","Education",0.2633,7,"1",1,"4",1,"2",1,3,1,1.02851666666667,9,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.394466666666667,2,0.670016666666667,4,"6",1,"6",1,0,2,1,0.15225,3,"No Log scatterplot",,"5","2",0,"2",1,"2",1,2,0.666666666666667,0.529966666666667,2,0.372783333333333,3,"1",0,"4","4",0
"71.60.100.196",2015-11-29 15:48:00,2015-11-29 16:06:00,18,"Female",40,"Some College","None of these apply","Health Care or Pharmecuticals",0.8981,7,"1",1,"4",1,"2",1,3,1,2.77496666666667,9,,"3",1,"3",1,"4",0,"3",0,2,0.5,"3",0.409533333333333,2,0.5482,3,"1",0,"1",0,0,0,0,0.562316666666667,6,"No Log scatterplot",,"5","3",0,"2",1,"2",1,2,0.666666666666667,0.278166666666667,2,0.48755,2,"1",0,"5","5",0
"99.0.37.47",2015-11-29 15:58:00,2015-11-29 16:07:00,9,"Male",37,"4-year College Degree","Employee","Education",0.759266666666667,12,"1",1,"4",1,"2",1,3,1,1.28481666666667,6,,"3",1,"4",0,"3",1,"4",0,2,0.5,"3",1.52915,6,1.50858333333333,9,"6",1,"7",0,0,1,0.5,0.295083333333333,6,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,1.56311666666667,7,0.374433333333333,5,"5",1,"4","3",1
"75.121.191.239",2015-11-29 15:57:00,2015-11-29 16:07:00,10,"Female",45,"4-year College Degree","Employee","None of these apply",1.06671666666667,8,"1",1,"4",1,"2",1,3,1,1.0827,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.0273,3,0.724766666666667,3,"6",1,"6",1,0,2,1,0.252983333333333,3,"No Log scatterplot",,"2","1",1,"2",1,"2",1,3,1,0.3003,2,0.5588,2,"5",1,"4","3",1
"99.90.38.162",2015-11-29 15:59:00,2015-11-29 16:08:00,9,"Male",21,"Some College","Employee","None of these apply",0.509,13,"1",1,"4",1,"2",1,3,1,1.30398333333333,11,,"3",1,"2",0,"3",1,"2",0,2,0.5,"2",1.23101666666667,7,1.0186,8,"6",1,"6",1,0,2,1,0.304833333333333,7,"Unordered Table","1","4","1",1,"2",1,"2",1,3,1,2.16708333333333,10,0.147083333333333,4,"4",0,"4","4",0
"73.205.68.46",2015-11-29 15:50:00,2015-11-29 16:08:00,18,"Male",55,"4-year College Degree","Owner / Founder","None of these apply",0.976016666666667,15,"1",1,"4",1,"2",1,3,1,2.32655,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.76388333333333,6,1.24181666666667,4,"6",1,"6",1,0,2,1,0.375266666666667,3,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,3.10005,2,0.566866666666667,3,"5",1,"5","5",1
"70.209.200.23",2015-11-29 16:06:00,2015-11-29 16:09:00,3,"Female",31,"High School / GED","Employee","None of these apply",1.16245,11,"1",1,"3",0,"2",1,2,0.666666666666667,0.0660333333333333,3,,"2",0,"2",0,"4",0,"2",0,0,0,"2",0.0234833333333333,2,0.0606166666666667,4,"1",0,"4",0,0,0,0,0.0877166666666667,4,"No Log scatterplot",,"3","2",0,"2",1,"3",0,1,0.333333333333333,0.02625,2,0.0658666666666667,2,"2",0,"5","4",0
"72.219.26.150",2015-11-29 16:01:00,2015-11-29 16:09:00,8,"Female",27,"4-year College Degree","None of these apply","None of these apply",0.1728,7,"1",1,"4",1,"2",1,3,1,1.26136666666667,4,,"2",0,"3",1,"3",1,"3",0,2,0.5,"1",1.45433333333333,11,1.31365,5,"6",1,"6",1,0,2,1,0.334566666666667,4,"No Log scatterplot",,"4","1",1,"2",1,"4",0,2,0.666666666666667,1.46483333333333,7,0.315583333333333,2,"4",0,"5","5",0
"108.213.125.219",2015-11-29 15:56:00,2015-11-29 16:10:00,14,"Female",41,"4-year College Degree","Manager","None of these apply",0.790166666666667,6,"1",1,"4",1,"2",1,3,1,1.12026666666667,3,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",0.7785,2,0.871516666666667,4,"6",1,"6",1,0,2,1,0.353483333333333,3,"No Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,0.808166666666667,2,0.563266666666667,3,"5",1,"5","4",1
"50.47.15.12",2015-11-29 16:00:00,2015-11-29 16:10:00,10,"Male",48,"4-year College Degree","Employee","Health Care or Pharmecuticals",0.299566666666667,6,"1",1,"4",1,"2",1,3,1,1.01,6,,"3",1,"3",1,"4",0,"3",0,2,0.5,"1",0.357333333333333,2,1.4561,10,"6",1,"6",1,0,2,1,0.2827,3,"Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,1.02031666666667,3,0.794616666666667,3,"1",0,"5","5",0
"74.211.76.119",2015-11-29 16:03:00,2015-11-29 16:10:00,7,"Female",26,"High School / GED","None of these apply","None of these apply",0.328866666666667,5,"1",1,"4",1,"2",1,3,1,0.653266666666667,4,,"3",1,"2",0,"3",1,"2",0,2,0.5,"1",0.187133333333333,2,0.77775,3,"1",0,"6",1,0,1,0.5,0.39335,3,"Log scatterplot",,"4","2",0,"2",1,"3",0,1,0.333333333333333,0.0982666666666667,2,0.171183333333333,2,"1",0,"5","5",0
"76.122.41.43",2015-11-29 16:01:00,2015-11-29 16:12:00,11,"Male",33,"Professional Degree (JD, MD)","Employee","Professional and Business Services",0.45865,7,"1",1,"4",1,"2",1,3,1,2.17451666666667,4,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.474266666666667,3,1.73358333333333,5,"6",1,"6",1,0,2,1,0.192783333333333,3,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.433083333333333,2,0.532983333333333,2,"5",1,"4","4",1
"181.50.148.226",2015-11-29 16:08:00,2015-11-29 16:12:00,4,"Female",21,"Some College","Manager","Education",0,1,"4",0,"4",1,"1",0,1,0.333333333333333,0.637066666666667,7,,"1",0,"3",1,"3",1,"3",0,2,0.5,"3",0.303566666666667,3,0.0366833333333332,3,"1",0,"2",0,0,0,0,0.0788833333333333,3,"Log scatterplot",,"3","2",0,"2",1,"2",1,2,0.666666666666667,0.0298833333333334,2,0.0305666666666667,2,"4",0,"4","4",0
"174.110.5.188",2015-11-29 16:02:00,2015-11-29 16:13:00,11,"Female",39,"4-year College Degree","Employee","Leisure and Hospitality",0.648283333333333,11,"1",1,"4",1,"1",0,2,0.666666666666667,1.6284,10,,"3",1,"1",0,"3",1,"1",1,3,0.75,"3",1.114,4,1.48145,7,"6",1,"7",0,0,1,0.5,0.613466666666667,6,"Log scatterplot",,"5","1",1,"4",0,"3",0,1,0.333333333333333,2.37998333333333,6,0.957316666666667,7,"1",0,"5","5",0
"75.172.126.89",2015-11-29 16:02:00,2015-11-29 16:13:00,11,"Female",57,"2-year College Degree","None of these apply","Construction",1.48021666666667,8,"2",0,"1",0,"2",1,1,0.333333333333333,0.947483333333333,4,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",0.346083333333333,2,1.0327,3,"6",1,"6",1,0,2,1,0.3007,3,"Log scatterplot",,"5","1",1,"1",0,"3",0,1,0.333333333333333,0.506166666666667,2,0.292183333333333,2,"4",0,"5","5",0
"174.17.183.119",2015-11-29 15:58:00,2015-11-29 16:13:00,15,"Male",69,"Masters Degree","Owner / Founder","Information",1.37673333333333,13,"1",1,"1",0,"2",1,2,0.666666666666667,2.59036666666667,13,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.846783333333333,7,2.33648333333333,8,"6",1,"6",1,0,2,1,1.04953333333333,7,"No Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,1.17448333333333,6,1.28448333333333,6,"5",1,"4","2",1
"66.177.222.108",2015-11-29 16:00:00,2015-11-29 16:13:00,13,"Female",29,"Some College","Owner / Founder","Professional and Business Services",0.829316666666666,7,"1",1,"4",1,"1",0,2,0.666666666666667,1.12226666666667,3,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.854833333333333,2,1.32728333333333,5,"6",1,"6",1,0,2,1,0.35,3,"Unordered Table","1","3","1",1,"2",1,"2",1,3,1,1.57758333333333,4,0.178983333333333,2,"5",1,"4","2",1
"184.56.204.181",2015-11-29 15:55:00,2015-11-29 16:14:00,19,"Female",37,"2-year College Degree","None of these apply","None of these apply",0.89215,9,"2",0,"4",1,"2",1,2,0.666666666666667,2.57025,6,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",0.917816666666667,5,1.37346666666667,6,"6",1,"6",1,0,2,1,0.362066666666667,3,"No Log scatterplot",,"5","1",1,"2",1,"4",0,2,0.666666666666667,2.07773333333333,2,1.4094,3,"5",1,"5","5",1
"66.87.119.128",2015-11-29 15:58:00,2015-11-29 16:15:00,17,"Male",51,"2-year College Degree","None of these apply","None of these apply",0.865316666666667,10,"1",1,"4",1,"1",0,2,0.666666666666667,2.67046666666667,5,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",1.4682,4,1.16785,4,"6",1,"6",1,0,2,1,0.998916666666667,4,"No Log scatterplot",,"5","1",1,"2",1,"2",1,3,1,0.66005,3,1.1443,4,"2",0,"5","5",0
"67.212.62.105",2015-11-29 15:57:00,2015-11-29 16:15:00,18,"Female",43,"Some College","Employee","Trade, Transportation and Utilites",0.6729,13,"1",1,"4",1,"1",0,2,0.666666666666667,3.57285,13,,"3",1,"3",1,"2",0,"3",0,2,0.5,"3",3.0437,10,2.25338333333333,10,"6",1,"6",1,0,2,1,0.646966666666667,41,"Ordered Table",,"4","2",0,"2",1,"2",1,2,0.666666666666667,3.70445,58,0.629416666666666,5,"3",0,"4","4",0
"66.8.248.72",2015-11-29 16:02:00,2015-11-29 16:16:00,14,"Female",35,"Some College","Employee","Financial Activities",0.7158,7,"1",1,"4",1,"2",1,3,1,1.82396666666667,10,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.84625,2,1.06423333333333,3,"6",1,"6",1,0,2,1,0.375583333333333,3,"Ordered Table",,"2","1",1,"2",1,"2",1,3,1,0.8348,2,0.134066666666667,2,"3",0,"5","5",0
"172.56.27.114",2015-11-29 16:03:00,2015-11-29 16:16:00,13,"Female",55,"Some College","Employee","Education",0.642183333333333,32,"1",1,"1",0,"2",1,2,0.666666666666667,1.84,48,,"3",1,"3",1,"2",0,"3",0,2,0.5,"3",2.242,41,1.77155,39,"6",1,"6",1,0,2,1,0.4735,26,"Log scatterplot",,"2","3",0,"2",1,"3",0,1,0.333333333333333,2.41513333333333,80,1.1481,28,"4",0,"2","2",0
"80.167.168.22",2015-11-29 16:02:00,2015-11-29 16:17:00,15,"Female",25,"Masters Degree","Employee","Education",0.9847,14,"1",1,"3",0,"2",1,2,0.666666666666667,2.31393333333333,13,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.6226,6,1.38523333333333,6,"6",1,"6",1,0,2,1,0.393083333333333,6,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,3.33566666666667,7,0.5926,5,"1",0,"5","3",0
"45.59.43.216",2015-11-29 16:04:00,2015-11-29 16:17:00,13,"Female",64,"4-year College Degree","None of these apply","None of these apply",1.22378333333333,9,"1",1,"3",0,"2",1,2,0.666666666666667,2.37406666666667,44,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.427316666666667,2,0.8921,3,"6",1,"6",1,0,2,1,0.247383333333333,3,"No Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,1.08418333333333,2,0.260316666666667,2,"5",1,"4","2",1
"50.108.170.145",2015-11-29 16:07:00,2015-11-29 16:18:00,11,"Female",49,"Masters Degree","Employee","Professional and Business Services",0.55725,13,"1",1,"3",0,"4",0,1,0.333333333333333,1.57285,11,,"3",1,"4",0,"3",1,"4",0,2,0.5,"3",1.34581666666667,5,0.638416666666666,7,"6",1,"6",1,0,2,1,0.2533,6,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.650783333333333,9,0.391233333333333,5,"3",0,"4","4",0
"68.8.208.55",2015-11-29 16:05:00,2015-11-29 16:18:00,13,"Male",58,"Some College","Manager","Professional and Business Services",0.837516666666667,7,"4",0,"3",0,"2",1,1,0.333333333333333,1.10301666666667,5,,"3",1,"3",1,"2",0,"3",0,2,0.5,"3",0.375383333333333,2,0.6437,3,"6",1,"7",0,0,1,0.5,0.297,3,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.700633333333333,2,0.343533333333333,2,"1",0,"4","5",0
"68.43.31.66",2015-11-29 16:13:00,2015-11-29 16:18:00,5,"Male",39,"4-year College Degree","Employee","Trade, Transportation and Utilites",0.2756,8,"1",1,"4",1,"2",1,3,1,0.539733333333333,3,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",0.384,2,0.868533333333333,3,"1",0,"6",1,0,1,0.5,0.133216666666667,3,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.186816666666667,3,0.145866666666667,2,"5",1,"4","5",1
"24.121.89.233",2015-11-29 16:06:00,2015-11-29 16:18:00,12,"Female",27,"High School / GED","None of these apply","None of these apply",0.574033333333333,11,"1",1,"4",1,"2",1,3,1,2.34196666666667,7,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",0.825483333333333,4,0.854016666666667,5,"6",1,"6",1,0,2,1,0.401766666666667,5,"No Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,2.08243333333333,4,1.28523333333333,5,"3",0,"4","4",0
"71.121.252.134",2015-11-29 16:07:00,2015-11-29 16:19:00,12,"Female",48,"Masters Degree","Employee","Professional and Business Services",0.463916666666667,13,"1",1,"4",1,"2",1,3,1,1.6782,9,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",1.67971666666667,8,1.25421666666667,11,"6",1,"6",1,0,2,1,0.350583333333333,7,"Ordered Table",,"2","2",0,"2",1,"4",0,1,0.333333333333333,3.83583333333333,12,0.492383333333333,6,"5",1,"5","5",1
"172.12.125.69",2015-11-29 16:10:00,2015-11-29 16:19:00,9,"Male",33,"Some College","Manager","None of these apply",1.20475,10,"1",1,"4",1,"2",1,3,1,1.40026666666667,6,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.71576666666667,7,1.05538333333333,7,"6",1,"6",1,0,2,1,0.527633333333333,6,"Unordered Table","1","4","3",0,"2",1,"2",1,2,0.666666666666667,1.13076666666667,4,1.02703333333333,5,"1",0,"5","4",0
"108.21.114.164",2015-11-29 16:11:00,2015-11-29 16:19:00,8,"Female",31,"Some College","None of these apply","None of these apply",0.62305,7,"1",1,"4",1,"1",0,2,0.666666666666667,1.2971,7,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.662016666666667,4,0.857466666666667,5,"7",0,"7",0,0,0,0,0.154116666666667,4,"No Log scatterplot",,"3","1",1,"3",0,"2",1,2,0.666666666666667,1.26981666666667,5,0.390016666666667,4,"1",0,"4","5",0
"71.179.60.17",2015-11-29 15:55:00,2015-11-29 16:19:00,24,"Male",45,"Doctoral Degree","Manager","Health Care or Pharmecuticals",0.838516666666667,11,"1",1,"4",1,"2",1,3,1,1.75285,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.75125,2,2.11738333333333,3,"1",0,"6",1,0,1,0.5,0.52565,3,"No Log scatterplot",,"4","2",0,"2",1,"2",1,2,0.666666666666667,6.11633333333333,5,0.45935,2,"5",1,"5","5",1
"98.234.65.43",2015-11-29 16:14:00,2015-11-29 16:20:00,6,"Male",21,"Some College","Owner / Founder","Information",0.417283333333333,8,"1",1,"4",1,"1",0,2,0.666666666666667,0.775016666666666,4,,"3",1,"3",1,"2",0,"3",0,2,0.5,"1",0.1887,2,0.9216,3,"6",1,"6",1,0,2,1,0.22955,3,"Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,0.3979,2,0.247883333333333,2,"1",0,"5","3",0
"71.173.201.67",2015-11-29 16:04:00,2015-11-29 16:20:00,16,"Male",53,"High School / GED","Employee","None of these apply",0.874683333333333,7,"1",1,"4",1,"1",0,2,0.666666666666667,1.54921666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.485716666666666,2,2.88813333333333,3,"6",1,"6",1,0,2,1,0.339083333333333,3,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,1.16146666666667,2,0.5288,3,"5",1,"5","5",1
"173.88.240.48",2015-11-29 16:07:00,2015-11-29 16:21:00,14,"Male",37,"2-year College Degree","Employee","Information",0.272383333333333,8,"1",1,"4",1,"2",1,3,1,1.58126666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.96135,3,2.10156666666667,3,"6",1,"7",0,0,1,0.5,0.109966666666667,3,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,1.47186666666667,3,0.204083333333333,2,"5",1,"4","3",1
"71.74.0.44",2015-11-29 16:06:00,2015-11-29 16:21:00,15,"Female",41,"Some College","None of these apply","None of these apply",0.700016666666667,6,"1",1,"1",0,"2",1,2,0.666666666666667,1.38208333333333,7,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.2052,2,2.47221666666667,3,"2",0,"6",1,0,1,0.5,1.38456666666667,3,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,0.33595,2,0.1546,2,"5",1,"5","5",1
"73.164.146.123",2015-11-29 16:05:00,2015-11-29 16:21:00,16,"Male",50,"4-year College Degree","Employee","Manufacturing",1.25331666666667,8,"1",1,"4",1,"2",1,3,1,1.85105,8,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",1.65018333333333,2,1.78505,3,"6",1,"6",1,0,2,1,0.275883333333333,3,"Unordered Table","1","2","1",1,"2",1,"2",1,3,1,1.338,2,0.150633333333333,2,"3",0,"4","4",0
"73.247.116.221",2015-11-29 16:07:00,2015-11-29 16:21:00,14,"Male",51,"4-year College Degree","Employee","None of these apply",0.541033333333333,6,"1",1,"3",0,"2",1,2,0.666666666666667,0.713783333333333,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.422433333333333,2,1.0372,4,"6",1,"6",1,0,2,1,0.217066666666667,3,"Log scatterplot",,"5","3",0,"2",1,"3",0,1,0.333333333333333,0.32285,2,0.292916666666667,2,"5",1,"5","5",1
"71.55.22.230",2015-11-29 16:10:00,2015-11-29 16:22:00,12,"Prefer not to respond",25,"Some College","None of these apply","None of these apply",0.503583333333333,14,"1",1,"4",1,"2",1,3,1,1.93123333333333,8,,"3",1,"2",0,"3",1,"2",0,2,0.5,"1",0.902483333333333,8,1.37991666666667,9,"2",0,"6",1,0,1,0.5,0.349966666666667,7,"No Log scatterplot",,"3","1",1,"2",1,"3",0,2,0.666666666666667,0.562666666666667,6,0.970616666666667,9,"2",0,"5","5",0
"216.106.40.76",2015-11-29 16:14:00,2015-11-29 16:22:00,8,"Female",31,"4-year College Degree","None of these apply","Health Care or Pharmecuticals",0.823566666666667,11,"1",1,"4",1,"2",1,3,1,0.4635,6,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.39861666666667,9,0.51605,6,"6",1,"6",1,0,2,1,0.228716666666667,6,"Unordered Table","1","3","2",0,"2",1,"2",1,2,0.666666666666667,2.18905,6,0.16175,4,"5",1,"4","4",1
"98.156.59.115",2015-11-29 16:11:00,2015-11-29 16:23:00,12,"Female",28,"2-year College Degree","Employee","Information",1.10996666666667,13,"1",1,"4",1,"2",1,3,1,1.8191,12,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.866666666666667,7,1.35876666666667,7,"6",1,"6",1,0,2,1,0.35255,6,"Unordered Table","1","4","2",0,"2",1,"2",1,2,0.666666666666667,1.003,13,0.203166666666667,5,"1",0,"5","5",0
