V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q56_1,Q56_2,Q56_3,Q56_4,Q7,Q5,Q2,Q53,Q10,Q54,Q57_1,Q57_2,Q57_3,Q57_4,Q45,Q25,Q60,Q59,Q27,Q20_1,Q20_2,Q20_3,Q20_4,Q21_1_TEXT,Q21_2_TEXT,Q21_3_TEXT,Q21_4_TEXT,Q21_5_TEXT,Q21_6_TEXT,Q21_7_TEXT,Q22,Q49,Q19,Q20,Q23,Q24,Q25,Q21,Q27,Q29,Q71_1,Q71_2,Q71_3,Q71_4,Q73,Q72_1_TEXT,Q72_2_TEXT,Q72_3_TEXT,Q72_4_TEXT,Q72_5_TEXT,Q72_6_TEXT,Q72_7_TEXT,Q70,Q69,Q68,Q67,Q66,Q65,Q28,Q29,Q30,Q34_1,Q34_2,Q34_3,Q34_4,Q31,Q32,Q63,Q63_TEXT,Q23_1,Q23_2,Q23_3,Q23_4,Q47,Q39,Q40,Q58,Q42,Q43,Q44,Q35_1,Q36,Q79_1,Q79_2,Q79_3,Q79_4,Q80_1_TEXT,Q80_2_TEXT,Q80_3_TEXT,Q80_4_TEXT,Q80_5_TEXT,Q80_6_TEXT,Q80_7_TEXT,Q81,Q74,Q75,Q76,Q77,Q61,Q62,Q48,Q38,Q37_1,Q37_2,LocationLatitude,LocationLongitude,LocationAccuracy
R_bveJbxWTIrvChd7,Default Response Set,Anonymous,,,108.171.130.187,0,11/29/2015 15:05,11/29/2015 15:13,1,5.736,24.781,31.381,8,1,12,6,5,7,A3DJE1PIZFZNHP,13.216,45.418,48.05,5,1,1,1,4,2,80.753,110.267,111.296,2,MSIE,11,Windows NT 6.1,1366x768,-1,1,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0E; .NET4.0C; rv:11.0) like Gecko,1,1,1,,,,,,3,2,10.374,56.518,59.931,3,1,MSIE,11,Windows NT 6.1,1366x768,-1,1,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0E; .NET4.0C; rv:11.0) like Gecko,1,,,,,,2,1,1,6.258,16.247,19.554,3,6,6,3,,113.342,145.668,159.185,2,1,1,,,1,,1,4,1,1.402,17.395,18.317,4,MSIE,11,Windows NT 6.1,1366x768,-1,1,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0E; .NET4.0C; rv:11.0) like Gecko,1,,,,,1,2,1,2,5,4,40.78010559,-74.06330109,-1
R_3pbv3r7Fcr2i3ja,Default Response Set,Anonymous,,,172.56.22.238,0,11/29/2015 15:05,11/29/2015 15:13,1,0.945,29.902,32.612,8,1,18,3,4,1,A3F0NFNLOLFJT0,18.317,70.219,71.761,3,1,2,1,4,2,58.556,72.862,75.267,2,Chrome,46.0.2490.86,Windows NT 10.0,1024x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,1,,3,3,10.633,66.508,67.868,3,1,Chrome,46.0.2490.86,Windows NT 10.0,1024x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,,1,3,4,1,5.848,19.157,21.556,3,6,6,3,,129.127,142.408,143.733,2,1,1,,1,,,1,5,1,13.109,20.863,22.65,2,Chrome,46.0.2490.86,Windows NT 10.0,1024x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,1,,,2,1,1,5,5,5,42.35839844,-71.05979919,-1
R_20Zh25GlJ4Ikfo4,Default Response Set,Anonymous,,,98.145.156.157,0,11/29/2015 15:05,11/29/2015 15:13,1,1.056,36.865,38.822,6,1,10,5,5,4,A3V5CMUDYFKVQ0,50.969,157.198,158.285,3,1,1,1,4,2,55.441,91.425,92.5,2,Chrome,46.0.2490.71,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36",1,1,1,,,,,,3,3,14.546,68.457,69.637,3,1,Chrome,46.0.2490.71,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36",1,,,,,,2,1,3,10.616,28.931,30.123,3,1,5,3,,24.955,75.913,77.025,3,1,1,,,1,,1,4,2,12.259,16.331,17.435,2,Chrome,46.0.2490.71,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36",1,,,,,1,1,1,1,4,2,46.7171936,-116.9179001,-1
R_3iEk9AwTCcPl2Wq,Default Response Set,Anonymous,,,67.84.117.164,0,11/29/2015 15:06,11/29/2015 15:14,1,1.071,19.968,20.947,7,1,14,5,6,11,A3J2CI4J5V3MLP,17.086,95.595,96.347,3,1,1,1,1,2,53.246,61.142,62.201,2,Firefox,42,Windows NT 6.1,1920x1080,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,1,,,3,3,6.595,37.372,39.109,3,1,Firefox,42,Windows NT 6.1,1920x1080,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,,,1,,3,1,3,7.715,26.54,27.374,3,6,6,3,,117.811,136.764,137.572,2,1,1,,1,,,1,1,1,13.142,24.695,25.859,2,Firefox,42,Windows NT 6.1,1920x1080,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,1,,,2,2,1,1,4,2,41.20509338,-74.001297,-1
R_1o2cFaozbk58dyo,Default Response Set,Anonymous,,,162.194.105.170,0,11/29/2015 15:05,11/29/2015 15:14,1,1.351,18.693,30.168,7,2,49,5,5,2,A219VCQZADQ45W,24.645,53.592,62.643,3,1,1,1,3,2,22.521,71.735,73.596,3,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,1,,,,3,1,19.927,77.675,79.025,4,1,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,1,,,3,1,2,15.751,34.595,36.115,3,6,6,3,,76.759,179.317,180.487,5,1,1,,,1,,1,4,1,9.919,21.295,22.393,2,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,1,1,1,3,4,4,36.00740051,-79.87319946,-1
R_OxLnruH7c4dQYtH,Default Response Set,Anonymous,,,68.37.176.51,0,11/29/2015 15:11,11/29/2015 15:15,1,1.453,21.57,30.053,7,1,19,5,5,2,AXQAMAX5I3RMS,26.912,34.66,36.042,3,1,1,1,1,4,26.397,34.663,36.449,2,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,2,2,11.411,18.068,18.558,4,1,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,2,1,2,4.843,10.074,11.412,3,6,5,3,,11.925,17.516,18.636,3,1,1,1,,,,1,3,2,9.965,20.682,20.981,3,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,3,1,1,4,4,42.27340698,-83.71330261,-1
R_ZjIPoustqr8B613,Default Response Set,Anonymous,,,172.101.75.133,0,11/29/2015 15:09,11/29/2015 15:15,1,1.365,15.588,19.411,6,1,19,5,5,2,A2C4R0TBPZGWTD,25.426,67.291,69.286,3,1,1,1,4,2,34.097,55.603,56.872,2,Safari iPad,9,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",1,1,,,,1,,,3,3,7.541,30.178,31.46,3,1,Safari iPad,9,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",,,,,1,,3,1,1,6.539,15.554,17.412,3,6,6,3,,51.141,61.789,67.263,2,1,1,,,,1,1,4,1,26.351,32.166,32.913,2,Safari iPad,9,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",1,,,,1,2,2,1,1,5,5,42.92640686,-78.74790192,-1
R_AiypzJzHqJrpJT3,Default Response Set,Anonymous,,,108.194.58.179,0,11/29/2015 15:06,11/29/2015 15:15,1,2.646,80.62,81.742,16,2,28,4,4,11,A362CI1CFROVBJ,8.151,71.885,73.639,12,1,1,1,4,2,5.794,83.896,84.84,6,Firefox,42,Windows NT 6.3,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,1,,,,,,3,2,10.153,73.985,75.407,9,1,Firefox,42,Windows NT 6.3,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,,,2,1,1,7.593,28.552,29.566,7,6,7,3,,6.87,133.601,134.772,10,1,1,,,1,,1,5,1,19.15,35.398,36.541,4,Firefox,42,Windows NT 6.3,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,,1,4,1,1,4,5,32.99879456,-96.78309631,-1
R_27pXXaIsMeh221I,Default Response Set,Anonymous,,,73.242.75.57,0,11/29/2015 15:05,11/29/2015 15:15,1,0.906,41.315,49.09,13,2,21,5,5,2,ANV4TUKMWLA8E,26.341,143.453,167.719,8,1,1,1,1,2,5.418,81.898,83.85,8,Firefox,42,Windows NT 10.0,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,1,,,3,4,5.345,46.95,49.444,8,1,Firefox,42,Windows NT 10.0,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,,,1,,3,1,1,5.269,20.315,22.202,6,6,6,3,,9.938,96.271,97.655,9,1,1,1,,,,1,4,1,13.986,55.212,56.546,7,Firefox,42,Windows NT 10.0,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,2,2,1,5,4,4,44.91409302,-93.1697998,-1
R_3CJJO15LJBnDXOg,Default Response Set,Anonymous,,,71.56.37.206,0,11/29/2015 15:05,11/29/2015 15:15,1,2.028,42.095,68.59,9,2,33,5,6,11,A1FV7GRQF2O7LY,26.371,121.608,123.266,3,1,1,1,4,2,108.474,124.427,125.828,2,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,4,16.751,52.36,53.143,3,1,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,3,1,3,6.339,21.261,23.076,3,6,7,3,,100.037,134.934,135.601,2,1,1,1,,,,1,4,1,36.418,49.543,50.281,2,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,3,1,3,4,4,33.86509705,-84.89479828,-1
R_2rC5O83cPXOxcX2,Default Response Set,Anonymous,,,173.27.26.121,0,11/29/2015 15:06,11/29/2015 15:15,1,1.563,35.908,36.529,12,2,18,3,6,11,AKLJZF5HEW6CD,10.2,109.703,111.027,23,1,1,1,4,2,4.103,90.054,91.524,7,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,1,,,,,3,3,8.851,70.021,71.568,10,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,1,,,,,3,1,1,8.217,25.32,26.129,7,6,6,3,,78.749,131.389,132.196,8,1,1,1,,,,1,5,1,23.342,43.298,44.08,5,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,1,3,1,3,5,5,42.45689392,-92.31500244,-1
R_2Yi9EmLlqgen6Wc,Default Response Set,Anonymous,,,72.175.125.199,0,11/29/2015 15:06,11/29/2015 15:15,1,0.951,48.662,59.367,20,2,54,3,6,11,AD368A1RHHRC3,7.309,103.315,105.326,19,1,1,1,1,2,9.052,79.451,81.097,17,Firefox,42,Windows NT 6.1,1152x720,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,1,,,,3,2,3.667,63.301,67.15,15,1,Firefox,42,Windows NT 6.1,1152x720,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,,,,1,,,2,1,3,10.041,49.817,51.423,14,6,6,3,,8.882,97.305,99.261,22,1,1,,1,,,1,5,1,3.251,79.21,80.306,13,Firefox,42,Windows NT 6.1,1152x720,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,1,,1,,,2,2,1,1,5,5,38.47790527,-105.4555969,-1
R_2ttn5MFBbEJbxZj,Default Response Set,Anonymous,,,108.253.177.26,0,11/29/2015 15:10,11/29/2015 15:15,1,0.903,18.274,23.839,7,1,13,5,2,5,A1VIP6S8H2XXH7,7.515,34.649,36.017,3,1,1,1,1,2,36.665,47.628,52.114,2,Chrome,46.0.2490.86,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,3,16.242,44.177,47.312,4,1,Chrome,46.0.2490.86,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,3,1,3,3.813,13.271,14.141,4,1,5,3,,66.971,83.754,88.877,2,1,1,,,,1,1,5,1,5.04,13.878,14.812,2,Chrome,46.0.2490.86,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,1,5,5,32.85940552,-117.2072983,-1
R_3MG8jLgvIP4Oskm,Default Response Set,Anonymous,,,173.80.143.151,0,11/29/2015 15:06,11/29/2015 15:15,1,1.82,49.51,53.016,13,2,39,4,5,4,A3BP890CXV4UMN,37.235,161.961,165.526,12,1,1,1,2,1,19.99,133.542,135.905,8,Firefox,40.1.0,Windows NT 10.0,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:40.0) Gecko/20100101 Firefox/40.1.0 Waterfox/40.1.0,1,1,,,,,1,,3,2,12.187,64.933,72.611,7,1,Firefox,40.1.0,Windows NT 10.0,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:40.0) Gecko/20100101 Firefox/40.1.0 Waterfox/40.1.0,,,,,,1,3,1,1,6.311,33.026,34.989,6,6,6,3,,9.537,34.112,35.535,4,1,1,,,1,,1,5,3,7.107,18.768,21.137,4,Firefox,40.1.0,Windows NT 10.0,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:40.0) Gecko/20100101 Firefox/40.1.0 Waterfox/40.1.0,1,,,,,3,3,1,1,5,5,38.44419861,-82.13369751,-1
R_2cq0YJLHwDPyFpU,Default Response Set,Anonymous,,,70.174.140.246,0,11/29/2015 15:08,11/29/2015 15:16,1,0.963,18.825,20.729,8,1,17,7,5,7,A26W6CBOT1FYY9,26.153,99.865,100.87,4,1,1,1,4,2,81.916,99.34,99.937,2,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,1,,,3,1,6.646,116.038,118.116,3,1,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,1,,3,1,2,5.991,21.81,22.811,3,6,6,3,,75.785,98.067,99.335,4,1,1,,,1,,1,5,1,6.833,13.977,15.002,2,Chrome,46.0.2490.86,Windows NT 10.0,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,1,4,1,1,5,5,38.40359497,-77.53320313,-1
R_V3yUjM8fMY7VUnT,Default Response Set,Anonymous,,,71.168.68.176,0,11/29/2015 15:10,11/29/2015 15:16,1,1.215,22.9,24.36,7,1,5,3,6,11,A3T3PWDIBVW0DH,27.189,77.032,77.626,3,1,1,1,4,2,29.331,50.523,51.079,2,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,3,13.12,62.982,63.793,5,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,2,1,3,10.594,23.178,24.577,4,6,6,3,,62.326,75.28,75.862,2,1,1,1,,,,1,4,3,12.354,23.913,25.475,2,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,3,1,1,4,4,42.79499817,-71.2256012,-1
R_2Pp8XYZNx28nJQu,Default Response Set,Anonymous,,,71.59.50.32,0,11/29/2015 15:07,11/29/2015 15:17,1,1.349,25.373,39.239,11,2,26,5,5,4, A1120QQ2UZ1KYL,17.743,104.015,105.345,8,1,1,1,4,1,42.794,76.249,77.282,5,Chrome,46.0.2490.86,Windows NT 6.1,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,1,,,,3,2,12.113,53.984,54.945,6,1,Chrome,46.0.2490.86,Windows NT 6.1,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,1,,,2,1,3,3.933,23.829,24.9,5,6,6,3,,9.364,156.819,157.698,8,1,1,,,,1,1,4,1,18.235,25.964,26.582,5,Chrome,46.0.2490.86,Windows NT 6.1,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,2,5,5,34.00169373,-84.47100067,-1
R_2WMh489nO1eN8tz,Default Response Set,Anonymous,,,67.149.225.114,0,11/29/2015 15:08,11/29/2015 15:17,1,1.538,33.542,35.852,12,2,14,3,5,10,A1EAEZ7VIHKQ2,30.314,79.276,80.352,10,1,1,1,4,2,16.463,82.826,83.354,4,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,1,,,,3,3,15.513,59.257,60.473,3,1,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,1,,,3,1,1,3.624,17.342,18.712,4,1,6,3,,135.273,158.981,163.583,2,1,1,,1,,,1,4,1,14.507,30.76,31.972,2,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,1,,,2,2,1,5,5,5,39.99299622,-82.99849701,-1
R_1lB0vUUaQSrEYi1,Default Response Set,Anonymous,,,98.219.132.226,0,11/29/2015 15:08,11/29/2015 15:17,1,6.614,40.378,45.325,6,1,21,6,4,11,A2A3X2W4YS9X8A,25.523,67.676,68.405,3,1,1,1,1,2,65.799,90.201,91.541,2,Safari iPhone,9,iPhone,414x736,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",1,1,1,,,,,,3,1,21.859,54.637,55.953,3,1,Safari iPhone,9,iPhone,414x736,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",1,,,,,,2,1,1,8.446,24.665,25.976,3,6,6,3,,124.087,164.413,167.919,2,1,1,1,,,,1,5,1,20.072,34.822,36.193,2,Safari iPhone,9,iPhone,414x736,-1,,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",1,1,,,,2,3,1,5,5,5,40.77310181,-80.39589691,-1
R_1M0x3wb3mPXv7yz,Default Response Set,Anonymous,,,67.197.53.231,0,11/29/2015 15:05,11/29/2015 15:17,1,1.497,33.375,36.173,9,2,20,5,5,9,A1T83SZBP2DN65,30.01,78.281,79.503,5,1,1,1,2,2,84.363,109.108,110.6,2,Firefox,42,Macintosh,1280x800,19.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,1,,,,,,3,4,71.364,116.458,118.515,3,1,Firefox,42,Macintosh,1280x800,19.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,,,3,3,1,5.932,20.817,21.636,3,6,6,3,,165.257,247.349,248.513,4,1,1,1,,,,1,4,1,14.022,31.062,32.364,2,Firefox,42,Macintosh,1280x800,19.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,2,3,1,1,4,5,35.01210022,-80.88210297,-1
R_26bc8GTPeKIT8bR,Default Response Set,Anonymous,,,205.172.173.250,0,11/29/2015 15:05,11/29/2015 15:17,1,1.473,31.774,44.245,11,1,47,6,5,2,A1JH50STB9BOB6,6.311,96.226,98.033,8,1,1,1,4,1,10.958,136.534,137.588,9,Firefox,42,Windows NT 10.0,1600x900,-1,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,,1,,3,4,10.035,108.513,109.709,9,1,Firefox,42,Windows NT 10.0,1600x900,-1,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,,,,1,3,3,3,8.185,26.202,28.963,5,6,6,3,,6.454,169.64,171.312,7,1,1,,1,,,1,5,2,14.86,74.212,75.529,9,Firefox,42,Windows NT 10.0,1600x900,-1,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,1,,,1,4,1,3,5,5,28.0717926,-80.62400055,-1
R_2eV7Qgr8FmoG2ci,Default Response Set,Anonymous,,,23.243.92.24,0,11/29/2015 15:05,11/29/2015 15:18,1,1.397,25.531,29.97,6,1,14,5,5,10,A1VLC044VXMRF6,38.519,113.197,114.454,4,1,1,1,4,2,87.323,111.287,112.647,2,Chrome,46.0.2490.86,Macintosh,1600x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,,1,3,2,22.915,91.283,98.501,4,1,Chrome,46.0.2490.86,Macintosh,1600x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,1,,,,3,1,3,8.672,28.921,30.908,3,6,5,3,,193.132,230.673,235.138,3,1,1,,1,,,1,2,1,16.839,69.399,70.791,3,Chrome,46.0.2490.86,Macintosh,1600x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,1,,,2,2,1,1,4,4,34.02920532,-118.1512985,-1
